medcodeid,observations,term,emiscodecategoryid,description_lower,bl_dm_type,bl_dm
7969211000006115,12,Mixed hyperlipidaemia due to type 1 diabetes mellitus,32,mixed hyperlipidaemia due to type 1 diabetes mellitus,Type 1 DM,1
7979721000006113,1,Diabetic foot exam not done,31,diabetic foot exam not done,Unclear,1
7979841000006113,33,Diabetic retinal eye exam not done,31,diabetic retinal eye exam not done,Unclear,1
8006221000006115,127,Microalbuminuria due to type 1 diabetes mellitus,32,microalbuminuria due to type 1 diabetes mellitus,Type 1 DM,1
8012061000006117,321,Type 2 diabetic on insulin,31,type 2 diabetic on insulin,Type 2 DM,1
8012071000006112,1,Type II diabetes on insulin,31,type ii diabetes on insulin,Type 2 DM,1
8012081000006110,315,Type 2 diabetic on diet only,1,type 2 diabetic on diet only,Type 2 DM,1
8012091000006113,661,Type II diabetes on diet only,1,type ii diabetes on diet only,Type 2 DM,1
8014501000006115,2,Diabetes mellitus type 1 without retinopathy,31,diabetes mellitus type 1 without retinopathy,Type 1 DM,1
8019521000006112,1,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,31,nonproliferative diabetic retinopathy due to type 1 diabetes mellitus,Type 1 DM,1
8019531000006110,1,Proliferative retinopathy due to type 1 diabetes mellitus,31,proliferative retinopathy due to type 1 diabetes mellitus,Type 1 DM,1
8022481000006112,1,Peripheral neuropathy due to type 1 diabetes mellitus,31,peripheral neuropathy due to type 1 diabetes mellitus,Type 1 DM,1
8024771000006113,4,Rubeosis iridis due to type 1 diabetes mellitus,32,rubeosis iridis due to type 1 diabetes mellitus,Type 1 DM,1
8026031000006115,1,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,31,heel and/or midfoot ulcer due to type 2 diabetes mellitus,Type 2 DM,1
8026041000006113,2,Forefoot ulcer due to type 2 diabetes mellitus,31,forefoot ulcer due to type 2 diabetes mellitus,Type 2 DM,1
8026061000006112,1,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus,31,heel and/or midfoot ulcer due to type 1 diabetes mellitus,Type 1 DM,1
8027391000006115,3,Chronic kidney disease stage 1 due to type 1 diabetes mellitus,32,chronic kidney disease stage 1 due to type 1 diabetes mellitus,Type 1 DM,1
8027411000006115,1,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,32,chronic kidney disease stage 2 due to type 1 diabetes mellitus,Type 1 DM,1
8027451000006119,3,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,32,chronic kidney disease stage 3 due to type 1 diabetes mellitus,Type 1 DM,1
8027471000006112,11,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,32,chronic kidney disease stage 4 due to type 1 diabetes mellitus,Type 1 DM,1
8027491000006113,5,Chronic kidney disease stage 5 due to type 1 diabetes mellitus,32,chronic kidney disease stage 5 due to type 1 diabetes mellitus,Type 1 DM,1
8027521000006110,2377,Microalbuminuria due to type 2 diabetes mellitus,32,microalbuminuria due to type 2 diabetes mellitus,Type 2 DM,1
8030601000006119,2,Macular oedema and retinopathy due to type 2 diabetes mellitus,31,macular oedema and retinopathy due to type 2 diabetes mellitus,Type 2 DM,1
8033291000006116,2,Pre-existing diabetes mellitus in mother complicating childbirth,32,pre-existing diabetes mellitus in mother complicating childbirth,Unclear,1
8034861000006113,2,Leg ulcer due to type 2 diabetes mellitus,31,leg ulcer due to type 2 diabetes mellitus,Type 2 DM,1
8035211000006110,1,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus,31,dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus,Type 2 DM,1
8037841000006115,2,Hypoglycaemia due to type 2 diabetes mellitus,31,hypoglycaemia due to type 2 diabetes mellitus,Type 2 DM,1
8040331000006118,1,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,32,hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,Type 2 DM,1
8043301000006116,400,Hyperlipidaemia due to type 2 diabetes mellitus,32,hyperlipidaemia due to type 2 diabetes mellitus,Type 2 DM,1
8043321000006114,58,Hyperlipidaemia due to type 1 diabetes mellitus,32,hyperlipidaemia due to type 1 diabetes mellitus,Type 1 DM,1
8043621000006117,4,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,31,mild nonproliferative retinopathy due to type 2 diabetes mellitus,Type 2 DM,1
8044011000006117,1,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,32,hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,Type 2 DM,1
8044041000006118,1,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,32,hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,Type 2 DM,1
8044061000006119,2,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,32,hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,Type 2 DM,1
8044171000006110,2,Neuropathic toe ulcer due to type 2 diabetes mellitus,32,neuropathic toe ulcer due to type 2 diabetes mellitus,Type 2 DM,1
8044181000006113,3,Ulcer of toe due to type 2 diabetes mellitus,31,ulcer of toe due to type 2 diabetes mellitus,Type 2 DM,1
8044221000006116,3,Ischaemic foot ulcer due to type 2 diabetes mellitus,31,ischaemic foot ulcer due to type 2 diabetes mellitus,Type 2 DM,1
8048421000006113,276,Proteinuria due to type 2 diabetes mellitus,32,proteinuria due to type 2 diabetes mellitus,Type 2 DM,1
8050101000006114,1,Type 2 diabetes mellitus controlled by diet,31,type 2 diabetes mellitus controlled by diet,Type 2 DM,1
8060931000006110,28307,No diabetic retinopathy,27,no diabetic retinopathy,Unclear,1
8064411000006119,4094,Diabetic with adequate control,31,diabetic with adequate control,Unclear,1
8077141000006113,10,Proteinuria due to type 1 diabetes mellitus,32,proteinuria due to type 1 diabetes mellitus,Type 1 DM,1
8082941000006118,448,Attended DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme,37,attended desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme,Unclear,1
8082951000006116,234,Attended diabetes education and self management for ongoing and newly diagnosed structured programme,37,attended diabetes education and self management for ongoing and newly diagnosed structured programme,Unclear,1
8084961000006111,7,Diabetes type II review,1,diabetes type ii review,Type 2 DM,1
8097461000006110,1,Information sharing consent status for national screening programme for diabetic retinopathy,31,information sharing consent status for national screening programme for diabetic retinopathy,Unclear,1
8098221000006116,292,Attended expert patient education versus routine treatment diabetes structured education programme,37,attended expert patient education versus routine treatment diabetes structured education programme,Unclear,1
8098241000006111,58,Attended XPERT (expert patient education versus routine treatment) diabetes structured education programme,37,attended xpert (expert patient education versus routine treatment) diabetes structured education programme,Unclear,1
8098321000006111,854,Diabetes education and self management for ongoing and newly diagnosed structured programme completed,37,diabetes education and self management for ongoing and newly diagnosed structured programme completed,Unclear,1
8098341000006116,181,DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme completed,37,desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme completed,Unclear,1
8098351000006119,281,Expert patient education versus routine treatment diabetes structured education programme completed,37,expert patient education versus routine treatment diabetes structured education programme completed,Unclear,1
8098371000006112,36,XPERT (expert patient education versus routine treatment) diabetes structured education programme completed,37,xpert (expert patient education versus routine treatment) diabetes structured education programme completed,Unclear,1
8098931000006110,30368,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme,40,referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme,Unclear,1
8098951000006115,90,Referral to DESMOND (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme,40,referral to desmond (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme,Unclear,1
8098961000006118,5749,Referral to expert patient education versus routine treatment diabetes structured education programme,40,referral to expert patient education versus routine treatment diabetes structured education programme,Unclear,1
8098981000006111,29,Referral to XPERT (expert patient education versus routine treatment) diabetes structured education programme,40,referral to xpert (expert patient education versus routine treatment) diabetes structured education programme,Unclear,1
8099161000006114,163,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme,32,did not complete diabetes education and self management for ongoing and newly diagnosed structured programme,Unclear,1
8099181000006116,30,Did not complete DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme,32,did not complete desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme,Unclear,1
8099221000006113,342,Did not complete expert patient education versus routine treatment diabetes structured education programme,32,did not complete expert patient education versus routine treatment diabetes structured education programme,Unclear,1
8099311000006114,811,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme,37,did not attend diabetes education and self management for ongoing and newly diagnosed structured programme,Unclear,1
8099331000006115,240,Did not attend DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme,37,did not attend desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme,Unclear,1
8099341000006113,260,Did not attend expert patient education versus routine treatment diabetes structured education programme,37,did not attend expert patient education versus routine treatment diabetes structured education programme,Unclear,1
8099361000006112,82,Did not attend XPERT (expert patient education versus routine treatment) diabetes structured education programme,37,did not attend xpert (expert patient education versus routine treatment) diabetes structured education programme,Unclear,1
8099881000006113,40,Diabetes structured education programme,31,diabetes structured education programme,Unclear,1
8107641000006119,1,Advised to contact diabetic liaison nurse,31,advised to contact diabetic liaison nurse,Unclear,1
8110861000006117,9,Referral to children's diabetes nurse specialist,31,referral to children's diabetes nurse specialist,Unclear,1
8119331000006114,5,Hyperglycaemia due to type 1 diabetes mellitus,31,hyperglycaemia due to type 1 diabetes mellitus,Type 1 DM,1
8119451000006114,2,Hyperglycaemia due to type 2 diabetes mellitus,31,hyperglycaemia due to type 2 diabetes mellitus,Type 2 DM,1
8120381000006111,3,Neuropathy due to type 2 diabetes mellitus,31,neuropathy due to type 2 diabetes mellitus,Type 2 DM,1
8120401000006111,3,Hyperosmolar coma due to secondary diabetes mellitus,32,hyperosmolar coma due to secondary diabetes mellitus,Unclear,1
8120431000006115,1250,Mild nonproliferative retinopathy due to secondary diabetes mellitus,32,mild nonproliferative retinopathy due to secondary diabetes mellitus,Unclear,1
8232101000006117,724,Referral to type I diabetes structured education programme,40,referral to type i diabetes structured education programme,Type 1 DM,1
8236711000006119,42,DNA (did not attend) diabetes foot screening,37,dna (did not attend) diabetes foot screening,Unclear,1
8239331000006119,182,Insulin sensitivity factor - breakfast,31,insulin sensitivity factor - breakfast,Unclear,1
8239341000006112,165,Insulin sensitivity factor - lunch,31,insulin sensitivity factor - lunch,Unclear,1
8239351000006114,167,Insulin sensitivity factor - evening meal,31,insulin sensitivity factor - evening meal,Unclear,1
8239371000006116,586,Insulin/carbohydrate ratio - evening meal,31,insulin/carbohydrate ratio - evening meal,Unclear,1
8239391000006115,526,Insulin/carbohydrate ratio - lunch,31,insulin/carbohydrate ratio - lunch,Unclear,1
8239401000006118,619,Insulin/carbohydrate ratio - breakfast,31,insulin/carbohydrate ratio - breakfast,Unclear,1
8239411000006115,27,Active insulin time,31,active insulin time,Unclear,1
8240511000006110,13,H/O: secondary diabetes mellitus,31,h/o: secondary diabetes mellitus,Unclear,1
8240791000006113,317,Insulin/carbohydrate ratio,31,insulin/carbohydrate ratio,Unclear,1
8241041000006113,141,Symptomatic diabetic peripheral neuropathy,31,symptomatic diabetic peripheral neuropathy,Unclear,1
8241691000006114,8,H/O: diabetic nephropathy,31,h/o: diabetic nephropathy,Unclear,1
8241711000006112,1,Discussion about changing insulin requirement in pregnancy,31,discussion about changing insulin requirement in pregnancy,Unclear,1
8242331000006114,153,Diabetic retinopathy detected by national screening programme,31,diabetic retinopathy detected by national screening programme,Unclear,1
8242811000006111,5,No H/O: diabetic nephropathy,31,no h/o: diabetic nephropathy,Unclear,1
8242821000006115,75,No diabetic autonomic neuropathy,31,no diabetic autonomic neuropathy,Unclear,1
8243411000006117,200,Referral to DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme declined,32,referral to desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme declined,Unclear,1
8244671000006110,16,H/O diabetic ketoacidosis,31,h/o diabetic ketoacidosis,Unclear,1
8259001000006114,11,Self management of diabetes,31,self management of diabetes,Unclear,1
8259591000006113,5636,Referral to diabetic clinic,31,referral to diabetic clinic,Unclear,1
8263801000006112,42,Variable rate intravenous infusion of insulin,32,variable rate intravenous infusion of insulin,Unclear,1
8267041000006114,69,Diabetes monitoring injection site check declined,31,diabetes monitoring injection site check declined,Unclear,1
8267081000006115,418,Diabetes monitoring injection site not checked,31,diabetes monitoring injection site not checked,Unclear,1
8274621000006113,15,Paediatric diabetic medicine,31,paediatric diabetic medicine,Unclear,1
8275381000006118,1377,Endocrinology and diabetes,31,endocrinology and diabetes,Unclear,1
8279271000006111,577,Provision of written information about diabetes,31,provision of written information about diabetes,Unclear,1
8283131000006114,187,Date insulin pump therapy started,1,date insulin pump therapy started,Unclear,1
8283141000006116,13,Date insulin pump therapy stopped,1,date insulin pump therapy stopped,Unclear,1
8284551000006114,2,Assessment of diabetic ulcer of lower limb,31,assessment of diabetic ulcer of lower limb,Unclear,1
8284561000006111,1,Assessment of diabetic ulcer of lower leg,31,assessment of diabetic ulcer of lower leg,Unclear,1
8286801000006115,5182,Education about diabetic neuropathy,31,education about diabetic neuropathy,Unclear,1
8286821000006113,212,Education about diabetic nephropathy,31,education about diabetic nephropathy,Unclear,1
8286851000006116,674,Education about diabetic retinopathy,31,education about diabetic retinopathy,Unclear,1
8303811000006115,57,Frequency of hyperglycaemic episodes,31,frequency of hyperglycaemic episodes,Unclear,1
8313901000006110,6,Paediatric diabetic medicine service,31,paediatric diabetic medicine service,Unclear,1
8352721000006117,31,Diabetic medicine service,31,diabetic medicine service,Unclear,1
8413691000006118,1031,X-PERT (expert patient education versus routine treatment) First Steps diabetes self-management programme completed,37,x-pert (expert patient education versus routine treatment) first steps diabetes self-management programme completed,Unclear,1
8428501000006113,2,Seen in diabetes preconception counselling clinic,31,seen in diabetes preconception counselling clinic,Unclear,1
8428511000006111,10,Seen in community diabetes antenatal clinic,31,seen in community diabetes antenatal clinic,Unclear,1
8428521000006115,471,Seen in hospital diabetes antenatal clinic,31,seen in hospital diabetes antenatal clinic,Unclear,1
8437211000006111,3,Assessment of risk of type 2 diabetes mellitus,31,assessment of risk of type 2 diabetes mellitus,Type 2 DM,1
8439941000006112,372491,Diabetes monitoring SMS (short message service) text message first invitation,37,diabetes monitoring sms (short message service) text message first invitation,Unclear,1
8439961000006111,128856,Diabetes monitoring SMS (short message service) text message second invitation,37,diabetes monitoring sms (short message service) text message second invitation,Unclear,1
8439971000006116,33665,Diabetes monitoring SMS (short message service) text message third invitation,37,diabetes monitoring sms (short message service) text message third invitation,Unclear,1
8440231000006115,5,Eating disorder co-occurrent with diabetes mellitus type 1,31,eating disorder co-occurrent with diabetes mellitus type 1,Type 1 DM,1
8454931000006116,60,Paediatric diabetes service,31,paediatric diabetes service,Unclear,1
8459531000006110,1381,Diabetes monitoring invitation email,37,diabetes monitoring invitation email,Unclear,1
9313421000006110,1,Diabetic ulcer of left foot due to diabetes mellitus type 2,31,diabetic ulcer of left foot due to diabetes mellitus type 2,Type 2 DM,1
9313441000006115,4,Diabetes type 2 with diabetic ulcer of left foot,31,diabetes type 2 with diabetic ulcer of left foot,Type 2 DM,1
9350631000006113,1,History of diabetic foot ulcer,31,history of diabetic foot ulcer,Unclear,1
11633211000006112,85,Atypical diabetes mellitus,32,atypical diabetes mellitus,Unclear,1
11633221000006116,2,ADM - atypical diabetes mellitus,32,adm - atypical diabetes mellitus,Unclear,1
11924351000006118,80,Diabetes treatment satisfaction questionnaire,32,diabetes treatment satisfaction questionnaire,Unclear,1
12010081000006119,24,Provision of patient held diabetes record declined,32,provision of patient held diabetes record declined,Unclear,1
12010091000006116,315,Provision of patient held diabetes record,32,provision of patient held diabetes record,Unclear,1
12078901000006118,41,Cataract of right eye due to diabetes mellitus,32,cataract of right eye due to diabetes mellitus,Unclear,1
12078921000006111,2,Diabetic cataract of right eye,32,diabetic cataract of right eye,Unclear,1
12078931000006114,40,Cataract of left eye due to diabetes mellitus,32,cataract of left eye due to diabetes mellitus,Unclear,1
12078941000006116,3,Diabetic cataract of left eye,32,diabetic cataract of left eye,Unclear,1
12078961000006117,91,Diabetic cataract of bilateral eyes,32,diabetic cataract of bilateral eyes,Unclear,1
12078971000006112,4,Bilateral diabetic cataracts,32,bilateral diabetic cataracts,Unclear,1
12085021000006113,171,Preproliferative diabetic retinopathy of right eye,31,preproliferative diabetic retinopathy of right eye,Unclear,1
12085031000006111,1,Preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus,31,preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus,Unclear,1
12085051000006116,130,Preproliferative diabetic retinopathy of left eye,31,preproliferative diabetic retinopathy of left eye,Unclear,1
12085071000006114,6,Mild nonproliferative diabetic retinopathy of right eye,31,mild nonproliferative diabetic retinopathy of right eye,Unclear,1
12085091000006110,39,Mild non-proliferative diabetic retinopathy of right eye,31,mild non-proliferative diabetic retinopathy of right eye,Unclear,1
12085121000006114,7,Mild nonproliferative diabetic retinopathy of left eye,31,mild nonproliferative diabetic retinopathy of left eye,Unclear,1
12085141000006119,48,Mild non-proliferative diabetic retinopathy of left eye,31,mild non-proliferative diabetic retinopathy of left eye,Unclear,1
12085171000006110,23,Moderate nonproliferative diabetic retinopathy of right eye,31,moderate nonproliferative diabetic retinopathy of right eye,Unclear,1
12085181000006113,34,Moderate non-proliferative diabetic retinopathy of right eye,31,moderate non-proliferative diabetic retinopathy of right eye,Unclear,1
12085211000006112,13,Moderate nonproliferative diabetic retinopathy of left eye,31,moderate nonproliferative diabetic retinopathy of left eye,Unclear,1
12085231000006118,34,Moderate non-proliferative diabetic retinopathy of left eye,31,moderate non-proliferative diabetic retinopathy of left eye,Unclear,1
12085241000006111,4,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus,31,moderate nonproliferative retinopathy of left eye due to diabetes mellitus,Unclear,1
12085251000006113,11,Severe nonproliferative diabetic retinopathy of right eye,31,severe nonproliferative diabetic retinopathy of right eye,Unclear,1
12085271000006115,1,Severe nonproliferative retinopathy of right eye due to diabetes mellitus,31,severe nonproliferative retinopathy of right eye due to diabetes mellitus,Unclear,1
12085281000006117,1,Severe NPDR (nonproliferative diabetic retinopathy) of right eye,31,severe npdr (nonproliferative diabetic retinopathy) of right eye,Unclear,1
12085291000006119,5,Severe nonproliferative diabetic retinopathy of left eye,31,severe nonproliferative diabetic retinopathy of left eye,Unclear,1
12085351000006119,1,Very severe nonproliferative diabetic retinopathy of right eye,31,very severe nonproliferative diabetic retinopathy of right eye,Unclear,1
12085411000006113,1,Very severe NPDR (nonproliferative diabetic retinopathy) of left eye,31,very severe npdr (nonproliferative diabetic retinopathy) of left eye,Unclear,1
12085721000006110,146,Diabetic macular oedema of right eye,31,diabetic macular oedema of right eye,Unclear,1
12085731000006113,3,Diabetic macular edema of right eye,31,diabetic macular edema of right eye,Unclear,1
12085761000006116,138,Diabetic macular oedema of left eye,31,diabetic macular oedema of left eye,Unclear,1
12085791000006112,6,Diabetic macular edema of left eye,31,diabetic macular edema of left eye,Unclear,1
12085801000006113,1,Macular oedema due to type 1 diabetes mellitus,31,macular oedema due to type 1 diabetes mellitus,Type 1 DM,1
12085841000006110,12,Macular oedema due to type 2 diabetes mellitus,31,macular oedema due to type 2 diabetes mellitus,Type 2 DM,1
12085891000006118,7,Clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus,27,clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus,Unclear,1
12085921000006112,130,Clinically significant macular oedema of left eye due to diabetes mellitus,27,clinically significant macular oedema of left eye due to diabetes mellitus,Unclear,1
12085931000006110,3,Clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,27,clinically significant macular oedema of left eye co-occurrent and due to diabetes mellitus,Unclear,1
12086281000006113,1071,Diabetic maculopathy of right eye,27,diabetic maculopathy of right eye,Unclear,1
12086321000006119,1,Maculopathy of left eye due to diabetes mellitus,27,maculopathy of left eye due to diabetes mellitus,Unclear,1
12086331000006116,1044,Diabetic maculopathy of left eye,27,diabetic maculopathy of left eye,Unclear,1
12086341000006114,1,Disorder of left macula co-occurrent and due to diabetes mellitus,27,disorder of left macula co-occurrent and due to diabetes mellitus,Unclear,1
12102571000006117,4,Clinically significant macular oedema with diabetes mellitus,31,clinically significant macular oedema with diabetes mellitus,Unclear,1
12102611000006110,1,Clinically significant macular oedema due to diabetes mellitus,31,clinically significant macular oedema due to diabetes mellitus,Unclear,1
12115561000006115,1607,Remote diabetes structured education and support programme commenced,32,remote diabetes structured education and support programme commenced,Unclear,1
12115571000006110,107,Remote diabetes structured education and support programme completed,37,remote diabetes structured education and support programme completed,Unclear,1
12116461000006113,192,Did not commence remote structured diabetes education and support programme,32,did not commence remote structured diabetes education and support programme,Unclear,1
12117381000006110,323,Referral for diabetic care,31,referral for diabetic care,Unclear,1
12119681000006110,14,Ketosis-prone diabetes mellitus,31,ketosis-prone diabetes mellitus,Unclear,1
12121371000006111,62069,Diabetes structured education programme offered,17,diabetes structured education programme offered,Unclear,1
12121381000006114,44508,Diabetic retinopathy screening offered,1,diabetic retinopathy screening offered,Unclear,1
12166111000006116,1,Retinopathy due to diabetes mellitus,32,retinopathy due to diabetes mellitus,Unclear,1
12180791000006114,5,Diabetic lumbosacral plexopathy,32,diabetic lumbosacral plexopathy,Unclear,1
12180901000006116,1,DRPN - diabetic radiculoplexus neuropathy,32,drpn - diabetic radiculoplexus neuropathy,Unclear,1
12185421000006113,56,Polyneuropathy due to diabetes mellitus,32,polyneuropathy due to diabetes mellitus,Unclear,1
12189891000006110,116,PDR - proliferative diabetic retinopathy,32,pdr - proliferative diabetic retinopathy,Unclear,1
12218471000006119,1,Mixed sensorimotor polyneuropathy co-occurrent and due to diabetes mellitus,31,mixed sensorimotor polyneuropathy co-occurrent and due to diabetes mellitus,Unclear,1
12224731000006112,402,Moderate non-proliferative diabetic retinopathy,31,moderate non-proliferative diabetic retinopathy,Unclear,1
12224761000006115,4,Severe NPDR (nonproliferative diabetic retinopathy),32,severe npdr (nonproliferative diabetic retinopathy),Unclear,1
12224771000006110,2,Vitreous haemorrhage with diabetes mellitus,31,vitreous haemorrhage with diabetes mellitus,Unclear,1
12224911000006115,5,Focal exudative diabetic maculopathy,31,focal exudative diabetic maculopathy,Unclear,1
12224971000006112,1,Mixed maculopathy due to diabetes mellitus,31,mixed maculopathy due to diabetes mellitus,Unclear,1
12300391000006115,21,Macular oedema not clinically significant with diabetes mellitus,31,macular oedema not clinically significant with diabetes mellitus,Unclear,1
12363701000006117,3,Gastroparesis with diabetes mellitus,31,gastroparesis with diabetes mellitus,Unclear,1
12370381000006111,2,Peripheral neuropathy with type 2 diabetes,31,peripheral neuropathy with type 2 diabetes,Type 2 DM,1
12489821000006114,1713,Diabetes key contact,17,diabetes key contact,Unclear,1
12490031000006110,299,Patient offered diabetes structured education programme,31,patient offered diabetes structured education programme,Unclear,1
12490041000006117,31,Diabetic retinopathy screening offered,31,diabetic retinopathy screening offered,Unclear,1
12623631000006115,31571,Referral to online diabetes structured education programme,40,referral to online diabetes structured education programme,Unclear,1
12623641000006113,1718,Referral to HeLP-Diabetes (Healthy Living for People with Diabetes) online self-management programme,40,referral to help-diabetes (healthy living for people with diabetes) online self-management programme,Unclear,1
12626341000006114,119864,QOF (Quality and Outcomes Framework) diabetes mellitus quality indicator-related care invitation,37,qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation,Unclear,1
12702381000006118,3,Diabetic oculopathy due to type I diabetes mellitus,32,diabetic oculopathy due to type i diabetes mellitus,Type 1 DM,1
12704401000006110,2,Diabetic oculopathy,32,diabetic oculopathy,Unclear,1
12704411000006113,36,Peripheral circulatory disorder associated with diabetes mellitus,32,peripheral circulatory disorder associated with diabetes mellitus,Unclear,1
12704971000006113,41,Neurologic disorder associated with type 2 diabetes mellitus,32,neurologic disorder associated with type 2 diabetes mellitus,Type 2 DM,1
12704991000006114,3,Ketoacidotic coma in type 2 diabetes mellitus,32,ketoacidotic coma in type 2 diabetes mellitus,Type 2 DM,1
12705021000006112,113,Clinically significant macular oedema of right eye due to diabetes mellitus,27,clinically significant macular oedema of right eye due to diabetes mellitus,Unclear,1
12705071000006113,28,Gastroparesis due to type 1 diabetes mellitus,32,gastroparesis due to type 1 diabetes mellitus,Type 1 DM,1
12705081000006111,7,Gastroparesis due to type 2 diabetes mellitus,32,gastroparesis due to type 2 diabetes mellitus,Type 2 DM,1
12734341000006113,3112,QOF (Quality and Outcomes Framework) diabetes mellitus quality indicator-related care invitation using preferred method of communication,37,qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation using preferred method of communication,Unclear,1
12734741000006114,1853,Registration for access to online diabetes self-management application,37,registration for access to online diabetes self-management application,Unclear,1
12734771000006118,266,Declined to register for access to online diabetes self-management application,37,declined to register for access to online diabetes self-management application,Unclear,1
13488541000006117,22933,Nonproliferative retinopathy of left eye due to diabetes mellitus,32,nonproliferative retinopathy of left eye due to diabetes mellitus,Unclear,1
13488551000006115,22552,Nonproliferative retinopathy of right eye due to diabetes mellitus,32,nonproliferative retinopathy of right eye due to diabetes mellitus,Unclear,1
13767911000006119,28,Disorder of eye due to diabetes mellitus,32,disorder of eye due to diabetes mellitus,Unclear,1
13790061000006119,1190,Neuropathic ulcer of foot due to diabetes mellitus,32,neuropathic ulcer of foot due to diabetes mellitus,Unclear,1
13790071000006114,130,Neuropathic arthropathy due to diabetes mellitus,32,neuropathic arthropathy due to diabetes mellitus,Unclear,1
13791991000006116,37,Proteinuric nephropathy due to diabetes mellitus,32,proteinuric nephropathy due to diabetes mellitus,Unclear,1
13810021000006111,1,Glomerulopathy due to diabetes mellitus,32,glomerulopathy due to diabetes mellitus,Unclear,1
13810171000006113,28,Vitreous haemorrhage due to diabetes mellitus,31,vitreous haemorrhage due to diabetes mellitus,Unclear,1
13810181000006111,288,Macular oedema due to diabetes mellitus,32,macular oedema due to diabetes mellitus,Unclear,1
13832391000006118,1030,Infection of foot due to diabetes mellitus,32,infection of foot due to diabetes mellitus,Unclear,1
13833601000006113,24,Hyperosmolar coma due to diabetes mellitus,32,hyperosmolar coma due to diabetes mellitus,Unclear,1
13917091000006117,50,Neuropathic ulcer of heel due to type 2 diabetes mellitus,32,neuropathic ulcer of heel due to type 2 diabetes mellitus,Type 2 DM,1
13947521000006119,20,Insulin pump education,32,insulin pump education,Unclear,1
13947531000006116,1,Education about administration of insulin using insulin pump,32,education about administration of insulin using insulin pump,Unclear,1
13947541000006114,6,Administration of insulin using insulin pump,31,administration of insulin using insulin pump,Unclear,1
13949541000006118,1,No retinopathy of left eye due to diabetes mellitus,31,no retinopathy of left eye due to diabetes mellitus,Unclear,1
13949561000006119,350,No diabetic retinopathy of left eye,31,no diabetic retinopathy of left eye,Unclear,1
13949591000006110,468,No diabetic retinopathy of right eye,31,no diabetic retinopathy of right eye,Unclear,1
13949611000006116,90482,No maculopathy of left eye due to diabetes mellitus,27,no maculopathy of left eye due to diabetes mellitus,Unclear,1
13949621000006112,464,No diabetic maculopathy of left eye,27,no diabetic maculopathy of left eye,Unclear,1
13949641000006117,90389,No maculopathy of right eye due to diabetes mellitus,27,no maculopathy of right eye due to diabetes mellitus,Unclear,1
13949651000006115,419,No diabetic maculopathy of right eye,27,no diabetic maculopathy of right eye,Unclear,1
13949671000006113,43179,No diabetic maculopathy of bilateral eyes,27,no diabetic maculopathy of bilateral eyes,Unclear,1
13949711000006112,1315,Diabetic maculopathy of bilateral eyes present,27,diabetic maculopathy of bilateral eyes present,Unclear,1
13949731000006118,1,Bilateral maculopathy due to diabetes mellitus present,27,bilateral maculopathy due to diabetes mellitus present,Unclear,1
13953211000006119,1,Ulcer of left foot due to diabetes mellitus,31,ulcer of left foot due to diabetes mellitus,Unclear,1
