medcodeid,cleansedreadcode,term,cancer_cprd
5511591000006118,,ca lesser curvature - stomach,1
5511601000006114,,malignant tumour of greater curve of stomach,1
5511611000006112,,malignant tumor of greater curve of stomach,1
5511621000006116,,ca greater curvature - stomach,1
6242841000006117,,malignant tumour of stomach,1
6242861000006118,,cancer of stomach,1
6242871000006113,,gastric cancer,1
6242881000006111,,ca - cancer of stomach,1
907371000006112,,[rfc] cancer of the stomach,1
721851000006117,B11..00,malignant neoplasm of stomach,1
288625013,B110.00,malignant neoplasm of cardia of stomach,1
1222167011,B110.99,ca cardia - stomach,1
288628010,B110000,malignant neoplasm of cardiac orifice of stomach,1
288632016,B110100,malignant neoplasm of cardio-oesophageal junction of stomach,1
288631011,B110111,malignant neoplasm of gastro-oesophageal junction,1
288633014,B110z00,malignant neoplasm of cardia of stomach nos,1
288635019,B111.00,malignant neoplasm of pylorus of stomach,1
1222168018,B111.99,ca pylorus - stomach,1
722341000006119,B111000,malignant neoplasm of prepylorus of stomach,1
288638017,B111100,malignant neoplasm of pyloric canal of stomach,1
288639013,B111z00,malignant neoplasm of pylorus of stomach nos,1
288641014,B112.00,malignant neoplasm of pyloric antrum of stomach,1
288644018,B113.00,malignant neoplasm of fundus of stomach,1
1222169014,B113.99,ca fundus - stomach,1
288647013,B114.00,malignant neoplasm of body of stomach,1
1222170010,B114.99,ca body - stomach,1
288649011,B115.00,malignant neoplasm of lesser curve of stomach unspecified,1
879811000006118,B115.99,ca lesser curvature - stomach,1
288650011,B116.00,malignant neoplasm of greater curve of stomach unspecified,1
879821000006114,B116.99,ca greater curvature - stomach,1
1219534017,B117.00,"malignant neoplasm, overlapping lesion of stomach",1
638721000000113,B118.00,siewert type ii adenocarcinoma,1
638821000000118,B119.00,siewert type iii adenocarcinoma,1
288652015,B11y.00,malignant neoplasm of other specified site of stomach,1
288653013,B11y000,malignant neoplasm of anterior wall of stomach nec,1
288654019,B11y100,malignant neoplasm of posterior wall of stomach nec,1
288655018,B11yz00,malignant neoplasm of other specified site of stomach nos,1
288656017,B11z.00,malignant neoplasm of stomach nos,1
1229372013,BB55.00,[m]linitis plastica,1
304661000006114,BB57.00,"[m]adenocarcinoma, intestinal type",1
306401000006115,BB58.00,"[m]carcinoma, diffuse type",1
11925581000006117,,malignant tumor of small intestine,1
12762211000006117,,malignant tumor of duodenum,1
3102251000006118,,persistent intestinal end of vitelline duct,1
3102261000006116,,md - meckel's diverticulum,1
3102271000006111,,meckel diverticulum,1
4170561000006113,,overlapping malignant neoplasm of small intestine,1
4170581000006115,,"cancer of the small intestine, overlapping sites",1
4747141000006113,,malignant tumour of meckel's diverticulum,1
4747151000006110,,malignant tumor of meckel's diverticulum,1
4747171000006117,,malignant tumor of meckel diverticulum,1
6244911000006115,,malignant tumour of duodenum,1
6244931000006114,,duodenal cancer,1
6244941000006116,,malignant tumour of jejunum,1
6244951000006119,,malignant tumor of jejunum,1
6244971000006112,,malignant tumor of ileum,1
6247941000006113,,malignant tumour of small intestine,1
6247961000006112,,malignant tumour of small bowel,1
6247971000006117,,malignant tumor of small bowel,1
721601000006117,B12..00,malignant neoplasm of small intestine and duodenum,1
726021000006110,B120.00,malignant neoplasm of duodenum,1
725451000006118,B121.00,malignant neoplasm of jejunum,1
725271000006112,B122.00,malignant neoplasm of ileum,1
288659012,B123.00,malignant neoplasm of meckel's diverticulum,1
1219535016,B124.00,"malignant neoplasm, overlapping lesion of small intestine",1
723221000006112,B12y.00,malignant neoplasm of other specified site small intestine,1
288663017,B12z.00,malignant neoplasm of small intestine nos,1
62349016,PB0..00,meckel's diverticulum,1
229731000006113,PB0..11,persistent omphalomesenteric duct,1
229901000006119,PB0..12,persistent vitelline duct,1
313868017,PB00.00,"meckel's diverticulum, unspecified",1
62350016,PB03.00,persistent omphalomesenteric duct,1
62351017,PB03.11,persistent vitelline duct,1
313874017,PB0z.00,meckel's diverticulum nos,1
12762171000006119,,malignant tumor of hepatic flexure,1
12762201000006115,,malignant tumor of descending colon,1
1728161000006116,,hereditary nonpolyposis colon cancer,1
2971579012,,lynch syndrome,1
3005991000006116,,mucocarcinoid tumor,1
3006001000006115,,mucinous carcinoid,1
3006011000006117,,mucocarcinoid tumour,1
3006031000006111,,"mucocarcinoid tumor, malignant",1
3434561000006119,,adenocarcinoma in adenomatous polyposis coli,1
5355791000006119,,carcinoma of cecum,1
6053471000006110,,hnpcc - hereditary nonpolyposis colon cancer,1
6053491000006111,,hnpcc - hereditary nonpolyposis colorectal cancer,1
6242891000006114,,malignant tumour of caecum,1
6242901000006113,,malignant tumor of cecum,1
6242911000006111,,ca - cancer of caecum,1
6242921000006115,,cancer of caecum,1
6242941000006110,,malignant neoplasm of cecum,1
6242951000006112,,ca - cancer of cecum,1
6242961000006114,,cancer of cecum,1
6242971000006119,,cecal cancer,1
6244991000006113,,malignant tumor of colon,1
6245001000006118,,ca - cancer of colon,1
6245011000006115,,cancer of colon,1
6245031000006114,,malignant tumour of hepatic flexure,1
6245061000006117,,hepatic flexure colon cancer,1
6245081000006110,,malignant tumor of transverse colon,1
6245101000006119,,transverse colon cancer,1
6245111000006116,,malignant tumour of descending colon,1
6245131000006110,,descending colon cancer,1
6245151000006115,,malignant tumor of sigmoid colon,1
6245161000006118,,sigmoid colon cancer,1
6245171000006113,,malignant tumour of appendix,1
6245181000006111,,malignant tumor of appendix,1
6245201000006112,,malignant tumor of ascending colon,1
6245211000006110,,ascending colon cancer,1
6245221000006119,,malignant tumour of splenic flexure,1
6245231000006116,,malignant tumor of splenic flexure,1
6245251000006111,,splenic flexure colon cancer,1
2280371000000117,68W2400,bowel scope (flexible sigmoidoscopy) screen: cancer detected,1
726331000006111,B13..00,malignant neoplasm of colon,1
725191000006116,B130.00,malignant neoplasm of hepatic flexure of colon,1
1228537017,B130.99,ca hepatic flexure - colon,1
721421000006112,B131.00,malignant neoplasm of transverse colon,1
1228538010,B131.99,ca transverse colon,1
725951000006112,B132.00,malignant neoplasm of descending colon,1
1228539019,B132.99,ca descending colon,1
721991000006115,B133.00,malignant neoplasm of sigmoid colon,1
1228540017,B133.99,ca sigmoid colon,1
1216464010,B134.00,malignant neoplasm of caecum,1
380129018,B134.11,carcinoma of caecum,1
727281000006117,B135.00,malignant neoplasm of appendix,1
727321000006111,B136.00,malignant neoplasm of ascending colon,1
1228541018,B136.99,ca ascending colon,1
721821000006114,B137.00,malignant neoplasm of splenic flexure of colon,1
1228542013,B137.99,ca splenic flexure - colon,1
288670017,B138.00,"malignant neoplasm, overlapping lesion of colon",1
459527013,B139.00,hereditary nonpolyposis colon cancer,1
288671018,B13y.00,malignant neoplasm of other specified sites of colon,1
403682011,B13z.00,malignant neoplasm of colon nos,1
573611000006118,B13z.11,colonic cancer,1
304521000006119,BB5N100,[m]adenocarcinoma in adenomatous polposis coli,1
1216356017,BB5R600,"[m]mucocarcinoid tumour, malignant",1
6245271000006118,,malignant tumor of rectosigmoid junction,1
6245281000006115,,rectosigmoid colon cancer,1
722441000006110,B140.00,malignant neoplasm of rectosigmoid junction,1
1228543015,B140.99,ca rectosigmoid junction,1
11904531000006110,,rectal carcinoma,1
11923481000006115,,carcinoma of rectum,1
12762151000006112,,malignant tumor of rectum,1
4027671000006114,,primary malignant neoplasm of rectum,1
5346461000006110,,adenocarcinoma of rectum,1
6242981000006116,,malignant tumour of rectum,1
6243001000006117,,rectal cancer,1
6243011000006119,,ca - cancer of rectum,1
907001000006115,,[rfc] cancer of the rectum,1
155488014,B141.00,malignant neoplasm of rectum,1
379088010,B141.11,carcinoma of rectum,1
379089019,B141.12,rectal carcinoma,1
933251000006113,B141.99,adenocarcinoma of rectum,1
12724541000006118,,malignant neoplasm of anus unspecified,1
12725431000006113,,"malignant neoplasm of rectum, rectosigmoid junction and anus nos",1
3875711000006119,,cloacogenic carcinoma,1
6243031000006113,,malignant tumor of anal canal,1
6243041000006115,,cancer of anal canal,1
6247301000006112,,malignant tumour of anus,1
6247311000006110,,malignant tumor of anus,1
6247321000006119,,malignant tumour of cloacogenic zone,1
6247331000006116,,malignant tumor of cloacogenic zone,1
288675010,B14..00,"malignant neoplasm of rectum, rectosigmoid junction and anus",1
879891000006111,B14..99,ca rectum + ca anus,1
155076015,B142.00,malignant neoplasm of anal canal,1
380137014,B142.11,anal carcinoma,1
174518012,B142000,malignant neoplasm of cloacogenic zone,1
288685011,B143.00,malignant neoplasm of anus unspecified,1
879911000006113,B143.99,ca anus,1
729581000006111,B14y.00,"malig neop other site rectum, rectosigmoid junction and anus",1
720501000006110,B14z.00,"malignant neoplasm rectum,rectosigmoid junction and anus nos",1
879921000006117,B14z.99,ca rectum + ca anus nos,1
305841000006110,BB48.00,[m]basaloid carcinoma,1
307071000006118,BB49.00,[m]cloacogenic carcinoma,1
11919851000006115,,liver cell carcinoma,1
12716281000006114,,primary malignant neoplasm of intrahepatic bile ducts,1
12730141000006116,,malignant neoplasm of liver and intrahepatic bile ducts nos,1
2603511000006116,,klatskin's tumour,1
2603521000006112,,klatskin's tumor,1
2603531000006110,,klatskin's tumour morphology,1
2603551000006115,,klatskin's tumor morphology,1
2603561000006118,,klatskin tumor,1
2747671000006116,,"hepatocellular carcinoma, fibrolamellar",1
2905761000006112,,hepatocellular carcinoma,1
2905771000006117,,liver cell carcinoma,1
2905781000006119,,hepatocarcinoma,1
2905791000006116,,"hepatoma, malignant",1
2905801000006115,,hepatoma,1
3226401000006113,,embryonal hepatoma,1
3226411000006111,,hbl - hepatoblastoma,1
3316471000006115,,bile duct cystadenocarcinoma,1
3345711000006115,,combined hepatocellular carcinoma and cholangiocarcinoma,1
3345721000006111,,mixed hepatocellular and bile duct carcinoma,1
3345731000006114,,hepatocholangiocarcinoma,1
3627301000006117,,kupffer cell sarcoma,1
3641061000006111,,bile duct adenocarcinoma,1
3641071000006116,,cholangiocellular carcinoma,1
4026491000006110,,ca - liver cancer,1
4026501000006119,,liver cancer,1
4026511000006116,,malignant tumor of liver,1
4026521000006112,,malignant tumour of liver,1
4170641000006110,,hepatocarcinoma,1
4170661000006114,,malignant hepatoma,1
4170671000006119,,hcc - hepatocellular carcinoma,1
4170681000006116,,lcc - liver cell carcinoma,1
4170691000006118,,liver carcinoma,1
4170711000006115,,hepatoblastoma,1
4170731000006114,,angiosarcoma of liver,1
4747261000006117,,ca intrahepatic bile ducts,1
4747281000006110,,intrahepatic bile duct cancer,1
907381000006110,,[rfc] liver cancer,1
288688013,B15..00,malignant neoplasm of liver and intrahepatic bile ducts,1
879931000006119,B15..99,ca liver/biliary system,1
157732017,B150.00,primary malignant neoplasm of liver,1
1235891015,B150.99,ca liver - primary,1
288690014,B150000,primary carcinoma of liver,1
342834014,B150100,hepatoblastoma of liver,1
342851019,B150200,primary angiosarcoma of liver,1
342807011,B150300,hepatocellular carcinoma,1
288692018,B150z00,primary malignant neoplasm of liver nos,1
155305011,B151.00,malignant neoplasm of intrahepatic bile ducts,1
879951000006114,B151.99,ca intrahepatic bile ducts,1
288694017,B151000,malignant neoplasm of interlobular bile ducts,1
2475562018,B151100,malignant neoplasm of interlobular biliary canals,1
2619456011,B151200,malignant neoplasm of intrahepatic biliary passages,1
288697012,B151300,malignant neoplasm of intrahepatic canaliculi,1
288698019,B151400,malignant neoplasm of intrahepatic gall duct,1
288699010,B151z00,malignant neoplasm of intrahepatic bile ducts nos,1
288700011,B152.00,malignant neoplasm of liver unspecified,1
288702015,B15z.00,malignant neoplasm of liver and intrahepatic bile ducts nos,1
879961000006111,B15z.99,ca liver/biliary system nos,1
306641000006116,BB5D100,[m]cholangiocarcinoma,1
305951000006115,BB5D300,[m]bile duct cystadenocarcinoma,1
1224870013,BB5D500,[m]hepatocellular carcinoma nos,1
309891000006115,BB5D512,"[m]hepatoma, malignant",1
311211000006112,BB5D513,[m]liver cell carcinoma,1
1231089017,BB5D700,[m]combined hepatocellular carcinoma and cholangiocarcinoma,1
309851000006114,BB5D711,[m]hepatocholangiocarcinoma,1
1221209015,BB5D800,"[m]hepatocellular carcinoma, fibrolamellar",1
1216826019,BB5y200,[m]klatskin's tumour,1
309811000006113,BBL8.00,[m]hepatoblastoma,1
307801000006119,BBL8.11,[m]embryonal hepatoma,1
310871000006111,BBT5.00,[m]kupffer cell sarcoma,1
292100011,Byu1000,[x]other sarcomas of the liver,1
292101010,Byu1100,[x]other specified carcinomas of liver,1
12762191000006118,,malignant tumor of gallbladder,1
6243051000006118,,malignant tumour of gallbladder,1
6243071000006111,,gallbladder ca,1
6364691000006116,,primary malignant neoplasm of gallbladder,1
725711000006113,B160.00,malignant neoplasm of gallbladder,1
535221000006113,B160.11,carcinoma gallbladder,1
879971000006116,B160.99,ca gall bladder,1
